Cuenta;Valor;Tipo mov.
400000414;DIS*IO*;Auxiliar
400000417;DIS*CL*;Auxiliar
400000418;DIS*DO*;Auxiliar
400000419;COM* A*;Auxiliar
400000421;DIP**;Auxiliar
400000422;DIS*S.*;Auxiliar
400000423;DE *AN*;Auxiliar
400000424;DIN*.L*;Auxiliar
400000425;EGU*ÓN*;Auxiliar
400000426;DIS*IO*;Auxiliar
400000427;DEK*S.*;Auxiliar
400000428;DON*GO*;Auxiliar
400000429;DIS* S*;Auxiliar
400000430;DIS*IO*;Auxiliar
400000431;DAT*IB*;Auxiliar
400000432;HES*T *;Auxiliar
400000433;DEP*CE*;Auxiliar
400000434;DAN*TO*;Auxiliar
400000435;FIO*AM*;Auxiliar
400000436;DEN*IB*;Auxiliar
400000437;DIS*IO*;Auxiliar
400000438;DOP*IB*;Auxiliar
400000439;DOG*RU*;Auxiliar
400000440;DEN*L.*;Auxiliar
400000441;DAV*IS*;Auxiliar
400000442;D. *IG*;Auxiliar
400000443;DEC*NE*;Auxiliar
400000502;ELA*AI*;Auxiliar
400000503;ELA*L.*;Auxiliar
400000506;EDI* G*;Auxiliar
400000507;ECU*ET*;Auxiliar
400000508;SCH*PL*;Auxiliar
400000509;CHE*IB*;Auxiliar
400000510;ELA*.*;Auxiliar
400000515;ELI*AN*;Auxiliar
400000517;EST*IC*;Auxiliar
400000518;EDI* T*;Auxiliar
400000520;EXT*S *;Auxiliar
400000521;EUR*AN*;Auxiliar
400000522;EL *S.*;Auxiliar
400000523;EL *S.*;Auxiliar
400000524;ESP* E*;Auxiliar
400000525;ESM*.A*;Auxiliar
400000526;EUR*CI*;Auxiliar
400000527;EL *TA*;Auxiliar
400000529;EKU*S.*;Auxiliar
400000531;EXO*L.*;Auxiliar
400000532;EQU* S*;Auxiliar
400000533;EL *AR*;Auxiliar
400000536;ECH*ST*;Auxiliar
400000537;ERN*LM*;Auxiliar
400000538;EUR*I.*;Auxiliar
400000539;ELI*AN*;Auxiliar
400000540;ESF*RO*;Auxiliar
400000541;ESC* L*;Auxiliar
400000542;EST*E *;Auxiliar
400000543;EXC*NE*;Auxiliar
400000544;EXP*SO*;Auxiliar
400000545;EKK*.S*;Auxiliar
400000546;END*ER*;Auxiliar
400000547;ELA*. *;Auxiliar
400000548;ELE*DA*;Auxiliar
400000549;EQU*CN*;Auxiliar
400000550;EQU*.L*;Auxiliar
400000551;ENE*M *;Auxiliar
400000552;EUR*ER*;Auxiliar
400000553;EL *AL*;Auxiliar
400000554;ENE* E*;Auxiliar
400000555;EUR* R*;Auxiliar
400000556;EVE*SR*;Auxiliar
400000557;EUR* A*;Auxiliar
400000558;EUR*EW*;Auxiliar
400000559;EST*SE*;Auxiliar
400000560;ELE*CA*;Auxiliar
400000561;E.S*CR*;Auxiliar
400000562;E.S*Z *;Auxiliar
400000563;E.S* G*;Auxiliar
400000564;E.S*CE*;Auxiliar
400000565;E. *AL*;Auxiliar
400000566;ELE*ME*;Auxiliar
400000567;ELI*ad*;Auxiliar
400000602;DAT*IB*;Auxiliar
400000605;RAN*U*;Auxiliar
400000606;VET*L *;Auxiliar
400000609;FAR*S.*;Auxiliar
400000610;LEC*TE*;Auxiliar
400000611;FOR*SE*;Auxiliar
400000612;ROT*IC*;Auxiliar
400000613;GRO*E *;Auxiliar
400000614;FRA*.L*;Auxiliar
400000617;FAR*P.*;Auxiliar
400000618;FRE* R*;Auxiliar
400000619;FIS*TI*;Auxiliar
400000620;FER* A*;Auxiliar
400000621;FIN*RA*;Auxiliar
400000622;ORA*PA*;Auxiliar
400000623;FER*L.*;Auxiliar
400000624;FRI* S*;Auxiliar
400000625;FAC*NS*;Auxiliar
400000626;FAR*E *;Auxiliar
400000627;FAR*CO*;Auxiliar
400000628;FAR*ER*;Auxiliar
400000631;FAR*HU*;Auxiliar
400000632;HOR*OM*;Auxiliar
400000634;FAR*IE*;Auxiliar
400000635;FUN* C*;Auxiliar
400000636;FEN*RG*;Auxiliar
400000637;FOR*CO*;Auxiliar
400000700;GRU*CE*;Auxiliar
400000701;IBY*S.*;Auxiliar
400000702;IDE*TE*;Auxiliar
400000706;TPT*LD*;Auxiliar
400000707;GER*DR*;Auxiliar
400000708;GLO*DR*;Auxiliar
400000709;ADO*NZ*;Auxiliar
400000710;GUT* Y*;Auxiliar
400000711;GEP*A.*;Auxiliar
400000712;GEG*L.*;Auxiliar
400000713;GIR*S.*;Auxiliar
400000714;SOL*RM*;Auxiliar
400000716;GLO*S.*;Auxiliar
400000719;GOI*OC*;Auxiliar
400000723;GOM*AY*;Auxiliar
400000725;GAM*TA*;Auxiliar
400000726;GEA*L.*;Auxiliar
400000729;NAT*BE*;Auxiliar
400000730;GRU*BU*;Auxiliar
400000731;GRA*MI*;Auxiliar
400000732;GAL*PE*;Auxiliar
400000733;GIR*.L*;Auxiliar
400000734;GAS*AL*;Auxiliar
400000735;GEN*HE*;Auxiliar
400000736;GOM*N *;Auxiliar
400000737;SEU*OS*;Auxiliar
400000738;GES*CO*;Auxiliar
400000739;GES*FO*;Auxiliar
400000740;GUT* D*;Auxiliar
400000741;GRU*GL*;Auxiliar
400000743;GAS*LA*;Auxiliar
400000744;GRU*GA*;Auxiliar
400000745;GEN*.*;Auxiliar
400000746;GES*MB*;Auxiliar
400000747;GE *L *;Auxiliar
400000748;GRA*LO*;Auxiliar
400000749;GEN* I*;Auxiliar
400000750;GES*S.*;Auxiliar
400000751;GAL* C*;Auxiliar
400000752;GEN*A *;Auxiliar
400000753;GOM*NS*;Auxiliar
400000754;GRA* D*;Auxiliar
400000755;GAL*GI*;Auxiliar
400000756;GIL*NS*;Auxiliar
400000757;JES*IE*;Auxiliar
400000758;MIG*GE*;Auxiliar
400000759;GAR*OR*;Auxiliar
400000760;GRE*NI*;Auxiliar
400000761;GOI*0,*;Auxiliar
400000801;VIA*LC*;Auxiliar
400000802;HER* G*;Auxiliar
400000804;HER*CA*;Auxiliar
400000805;HER*AM*;Auxiliar
400000806;HOT*ON*;Auxiliar
400000808;HER*GO*;Auxiliar
400000809;HIG* T*;Auxiliar
400000810;HOS*A *;Auxiliar
400000811;HOT*AZ*;Auxiliar
400000813;HIE*ON*;Auxiliar
400000814;HIJ*ES*;Auxiliar
400000815;HOS*A *;Auxiliar
400000816;HYD*TA*;Auxiliar
400000817;HEN*EI*;Auxiliar
400000819;HOT*GO*;Auxiliar
400000820;HUV*A *;Auxiliar
400000821;HER*ER*;Auxiliar
400000822;HER*A *;Auxiliar
400000823;HOS*VE*;Auxiliar
400000824;HOS* T*;Auxiliar
400001002;JHO**;Auxiliar
400001004;KUB* S*;Auxiliar
400001005;KEN*SA*;Auxiliar
400001006;KER*, *;Auxiliar
400001007;KAR*ST*;Auxiliar
400001008;JOF*.L*;Auxiliar
400001009;LAB*IO*;Auxiliar
400001010;KON*VO*;Auxiliar
400001011;JOS*A *;Auxiliar
400001012;JT * S*;Auxiliar
400001013;JUA*RT*;Auxiliar
400001014;J.J*DO*;Auxiliar
400001015;JUB*ON*;Auxiliar
400001016;KAI*AF*;Auxiliar
400001017;JOR*UU*;Auxiliar
400001018;KLB* S*;Auxiliar
400001019;JET*MO*;Auxiliar
400001020;JUN*TI*;Auxiliar
400001021;JAV*RI*;Auxiliar
400001022;JF.**;Auxiliar
400001024;J&A*GU*;Auxiliar
400001025;JES*SA*;Auxiliar
400001026;JOF*L.*;Auxiliar
400001027;FUN*C.*;Auxiliar
400001028;JES*LO*;Auxiliar
400001029;JAV*RR*;Auxiliar
400001030;KIM*A *;Auxiliar
400001031;KIM*CE*;Auxiliar
400001032;J.P*CT*;Auxiliar
400001033;LAB*IO*;Auxiliar
400001034;KIM*AN*;Auxiliar
400001101;HIL*AR*;Auxiliar
400001102;MED*TO*;Auxiliar
400001104;LLA*IA*;Auxiliar
400001108;LAB*IO*;Auxiliar
400001109;SYV**;Auxiliar
400001110;EUR*( *;Auxiliar
400001112;LA * S*;Auxiliar
400001113;LAB*IO*;Auxiliar
400001114;LA * S*;Auxiliar
400001115;FRE**;Auxiliar
400001116;LA *LA*;Auxiliar
400001117;KAM*, *;Auxiliar
400001118;CAL*YO*;Auxiliar
400001121;LAB*IO*;Auxiliar
400001122;LAB*IO*;Auxiliar
400001124;LAZ*NZ*;Auxiliar
400001127;AGR*CU*;Auxiliar
400001128;RIG*.A*;Auxiliar
400001133;HNO*AS*;Auxiliar
400001137;LAZ*QU*;Auxiliar
400001138;LOS*RA*;Auxiliar
400001140;FCO*R *;Auxiliar
400001143;MAQ*P.*;Auxiliar
400001144;OLM*VI*;Auxiliar
400001147;CAN*AN*;Auxiliar
400001149;LUP*IC*;Auxiliar
400001154;LEO*.L*;Auxiliar
400001155;LOS*RA*;Auxiliar
400001156;AYU*NT*;Auxiliar
400001157;LID*CO*;Auxiliar
400001158;LLO*PA*;Auxiliar
400001159;LAB*IO*;Auxiliar
400001160;COM* A*;Auxiliar
400001161;AYU*NT*;Auxiliar
400001162;LOB*LO*;Auxiliar
400001163;LOG* S*;Auxiliar
400001164;LAB*IO*;Auxiliar
400001165;LOH*NI*;Auxiliar
400001166;LOR*ON*;Auxiliar
400001167;LAN*ER*;Auxiliar
400001168;LOG* I*;Auxiliar
400001169;LA *EL*;Auxiliar
400001170;LIS*CE*;Auxiliar
400001171;LOG*UR*;Auxiliar
400001172;LOZ*CI*;Auxiliar
400001173;LOP*OZ*;Auxiliar
400001304;MER**;Auxiliar
400001305;MAR*S.*;Auxiliar
400001307;MAI*ER*;Auxiliar
400001309;MAT*L.*;Auxiliar
400001310;MAN*ES*;Auxiliar
400001311;MAG*.L*;Auxiliar
400001313;MIG*ME*;Auxiliar
400001314;MER*DA*;Auxiliar
400001316;IMP*ES*;Auxiliar
400001317;MAR*BA*;Auxiliar
400001319;MAR*LO*;Auxiliar
400001320;MES*CA*;Auxiliar
400001322;MAR*LL*;Auxiliar
400001323;MUT*ER*;Auxiliar
400001326;MC *B.*;Auxiliar
400001328;MIP*.L*;Auxiliar
400001329;MUL*IC*;Auxiliar
400001330;MES*.C*;Auxiliar
400001332;OSA*EL*;Auxiliar
400001335;MAR*IA*;Auxiliar
400001336;MAI*RO*;Auxiliar
400001337;MOS*IN*;Auxiliar
400001338;MAP*.C*;Auxiliar
400001339;MIN*O *;Auxiliar
400001341;MAD*IZ*;Auxiliar
400001342;ROB*GE*;Auxiliar
400001343;MAN*NS*;Auxiliar
400001344;MOL*S.*;Auxiliar
400001345;MEC*S.*;Auxiliar
400001346;M. *O *;Auxiliar
400001347;BDP**;Auxiliar
400001348;MAT*S.*;Auxiliar
400001349;MOR*LA*;Auxiliar
400001350;MON* P*;Auxiliar
400001351;MGM**;Auxiliar
400001352;MIN*BE*;Auxiliar
400001353;MOT*EZ*;Auxiliar
400001354;MER*IA*;Auxiliar
400001355;MAS*.L*;Auxiliar
400001356;MAZ*SO*;Auxiliar
400001357;MAE*VE*;Auxiliar
400001358;COB*CO*;Auxiliar
400001359;JOS*Z *;Auxiliar
400001360;MAK*AL*;Auxiliar
400001361;MIA*TA*;Auxiliar
400001362;MIG*GE*;Auxiliar
400001363;MET*A *;Auxiliar
400001364;MEV*.U*;Auxiliar
400001365;MOC*GR*;Auxiliar
400001366;MAN*EN*;Auxiliar
400001401;NPN*AN*;Auxiliar
400001402;NEW*LE*;Auxiliar
400001406;GRU*GO*;Auxiliar
400001407;NOR*.L*;Auxiliar
400001410;NUT*E *;Auxiliar
400001411;PIE*AN*;Auxiliar
400001415;NIL*.A*;Auxiliar
400001416;NES*RI*;Auxiliar
400001417;NOT*OM*;Auxiliar
400001418;NUÑ*NA*;Auxiliar
400001420;NAV**;Auxiliar
400001421;DE *UT*;Auxiliar
400001422;NAV* S*;Auxiliar
400001423;NUT*SP*;Auxiliar
400001424;NUT*S.*;Auxiliar
400001425;NAT*AT*;Auxiliar
400001426;NUT*L.*;Auxiliar
400001427;NUS*.L*;Auxiliar
400001428;NH *S *;Auxiliar
400001429;NUT*AG*;Auxiliar
400001430;NEO*S.*;Auxiliar
400001432;NAN*.*;Auxiliar
400001433;NES*PA*;Auxiliar
400001502;CUE*RE*;Auxiliar
400001503;OMI*OF*;Auxiliar
400001505;LYR*PA*;Auxiliar
400001508;OLD*N *;Auxiliar
400001509;OGA*L.*;Auxiliar
400001510;O-K*UR*;Auxiliar
400001511;OUE*VA*;Auxiliar
400001512;OLI*VA*;Auxiliar
400001513;OFI*M *;Auxiliar
400001514;ORT*LL*;Auxiliar
400001515;OCA*AD*;Auxiliar
400001516;ORT*AR*;Auxiliar
400001601;QUI* H*;Auxiliar
400001602;PRT*P.*;Auxiliar
400001603;QUI*L *;Auxiliar
400001604;PRO* S*;Auxiliar
400001607;PEC* S*;Auxiliar
400001608;PEC*V.*;Auxiliar
400001610;MER*EN*;Auxiliar
400001612;PRO*TE*;Auxiliar
400001615;PRO*A *;Auxiliar
400001617;PRO*IM*;Auxiliar
400001619;PRO*.L*;Auxiliar
400001620;PRO*AL*;Auxiliar
400001622;PAR* T*;Auxiliar
400001625;PIE*IM*;Auxiliar
400001626;PRO*AY*;Auxiliar
400001628;POL* S*;Auxiliar
400001629;ING*RM*;Auxiliar
400001630;PAL*S.*;Auxiliar
400001631;PRE*IT*;Auxiliar
400001632;PET*, *;Auxiliar
400001633;PER*Z *;Auxiliar
400001634;QUI*L*;Auxiliar
400001635;PRA*C.*;Auxiliar
400001636;PIG*PR*;Auxiliar
400001637;PER*LO*;Auxiliar
400001638;QUI*OT*;Auxiliar
400001639;PRO* S*;Auxiliar
400001640;PAV*S *;Auxiliar
400001641;PRE*ED*;Auxiliar
400001642;PRO*N *;Auxiliar
400001643;PRO*CO*;Auxiliar
400001644;POR*EL*;Auxiliar
400001645;PH *A *;Auxiliar
400001646;PRO*, *;Auxiliar
400001647;PER*CA*;Auxiliar
400001648;PUB*PO*;Auxiliar
400001649;Pra*ns*;Auxiliar
400001651;PET*TE*;Auxiliar
400001652;PEC*IP*;Auxiliar
400001653;PIG*VE*;Auxiliar
400001654;PIN*AN*;Auxiliar
400001655;PRO* C*;Auxiliar
400001656;PRO*UM*;Auxiliar
400001657;QUI*S.*;Auxiliar
400001800;ROD* S*;Auxiliar
400001801;MER*BO*;Auxiliar
400001802;ROY*IN*;Auxiliar
400001805;RIG*.A*;Auxiliar
400001808;SET*RI*;Auxiliar
400001809;REP*.L*;Auxiliar
400001812;RAF*L *;Auxiliar
400001813;RAS*MA*;Auxiliar
400001814;RTE*CA*;Auxiliar
400001815;ROD*UT*;Auxiliar
400001816;RAU*IN*;Auxiliar
400001819;RAD*LQ*;Auxiliar
400001820;F. *A *;Auxiliar
400001821;ROD* D*;Auxiliar
400001823;RUB*RE*;Auxiliar
400001824;ROY*LE*;Auxiliar
400001825;RIM*SU*;Auxiliar
400001826;RHE*GI*;Auxiliar
400001827;REC*GA*;Auxiliar
400001828;REP*AL*;Auxiliar
400001829;REQ*L,*;Auxiliar
400001830;ROD* S*;Auxiliar
400001831;RID* S*;Auxiliar
400001832;RUT*RM*;Auxiliar
400001833;RIC*EN*;Auxiliar
400001834;SET**;Auxiliar
400001835;SYN*HR*;Auxiliar
400001836;REC*IO*;Auxiliar
400001837;ROB*IM*;Auxiliar
400001838;SEG*ON*;Auxiliar
400001839;SER*HO*;Auxiliar
400001840;RES*S.*;Auxiliar
400001841;RUB*ZA*;Auxiliar
400001842;ROD* M*;Auxiliar
400001843;RAD*OV*;Auxiliar
400001844;RAD*UL*;Auxiliar
400001845;RES*TE*;Auxiliar
400001846;REP*AC*;Auxiliar
400001847;REN*JE*;Auxiliar
400001848;SEL*PP*;Auxiliar
400001849;IGN*ER*;Auxiliar
400001850;FLA* L*;Auxiliar
400002003;TEL*A *;Auxiliar
400002004;TEL*A *;Auxiliar
400002005;ALB*OR*;Auxiliar
400002006;TRE*L.*;Auxiliar
400002007;JOS*AD*;Auxiliar
400002008;TRO*DA*;Auxiliar
400002011;FRE*DA*;Auxiliar
400002013;TEG**;Auxiliar
400002014;SEC*IO*;Auxiliar
400002015;TEC*A *;Auxiliar
400002017;TRA*L.*;Auxiliar
400002019;YEL*IC*;Auxiliar
400002020;TAB*HE*;Auxiliar
400002021;TEC*NU*;Auxiliar
400002022;TWE*TS*;Auxiliar
400002023;TPT*OG*;Auxiliar
400002024;TPT*AN*;Auxiliar
400002025;TAL*PU*;Auxiliar
400002026;TER*LE*;Auxiliar
400002027;TIM* S*;Auxiliar
400002028;TRA*AC*;Auxiliar
400002029;TEC*IN*;Auxiliar
400002030;TEL*IC*;Auxiliar
400002031;TRA* J*;Auxiliar
400002032;AL *L *;Auxiliar
400002033;MAR*EL*;Auxiliar
400002034;TEL*MÁ*;Auxiliar
400002035;JAV*QU*;Auxiliar
400002100;UNI*OS*;Auxiliar
400002102;FAT*RI*;Auxiliar
400002103;UNI*OS*;Auxiliar
400002104;SER* L*;Auxiliar
400002106;UNI*S.*;Auxiliar
400002107;UNI*OS*;Auxiliar
400002108;UNI*OS*;Auxiliar
400002109;U.P*NE*;Auxiliar
400002110;QUI*EV*;Auxiliar
400002111;URD*AS*;Auxiliar
400002112;ULE*LD*;Auxiliar
400002201;PRO*ES*;Auxiliar
400002203;VEL*S.*;Auxiliar
400002205;VEM**;Auxiliar
400002207;VIA* C*;Auxiliar
400002210;VES*S.*;Auxiliar
400002212;VIR*PA*;Auxiliar
400002214;VOD*ES*;Auxiliar
400002215;DEC*TE*;Auxiliar
400002216;VIA*RS*;Auxiliar
400002217;VAD*EV*;Auxiliar
400002218;VEN*LO*;Auxiliar
400002219;VOL*CO*;Auxiliar
400002220;VET*AL*;Auxiliar
400002221;VET*OL*;Auxiliar
400002222;VIT* Y*;Auxiliar
400002223;VAR*DI*;Auxiliar
400002224;VOL* D*;Auxiliar
400002225;VUE*S.*;Auxiliar
400002226;VAL*.C*;Auxiliar
400002227;VEL* P*;Auxiliar
400002228;VIR*EA*;Auxiliar
400002229;VET*SA*;Auxiliar
400002230;VAR*CI*;Auxiliar
400002231;VET*NI*;Auxiliar
400002232; VI*AC*;Auxiliar
400002233;VET* S*;Auxiliar
400002234;VET*N *;Auxiliar
400002235;VIC*SA*;Auxiliar
400002300;WIC*S.*;Auxiliar
400002301;YAG*GU*;Auxiliar
400002302;WIN*L,*;Auxiliar
400002303;YAG*RE*;Auxiliar
400002400;ZAL*.*;Auxiliar
400002401;JES*RÍ*;Auxiliar
400002502;SAN*NZ*;Auxiliar
400002504;ZOE*AI*;Auxiliar
400002505;SOL*TE*;Auxiliar
400002506;SOL*S *;Auxiliar
400002507;LOG* Y*;Auxiliar
400002509;SAM*SA*;Auxiliar
400002510;ITA*RT*;Auxiliar
400002513;S.C*ER*;Auxiliar
400002515;SAN*S.*;Auxiliar
400002517;SAJ**;Auxiliar
400002519;KER*ER*;Auxiliar
400002520;CEV*D *;Auxiliar
400002522;TRA*AB*;Auxiliar
400002523;SIA**;Auxiliar
400002525;ELE*A *;Auxiliar
400002526;SAN*IA*;Auxiliar
400002528;SER*A.*;Auxiliar
400002529;SCH* A*;Auxiliar
400002530;SAL*S.*;Auxiliar
400002551;TRA*EG*;Auxiliar
400002553;SOF*.L*;Auxiliar
400002554;SER*ET*;Auxiliar
400002555;SDA*T.*;Auxiliar
400002556;SAN* C*;Auxiliar
400002557;SER*A *;Auxiliar
400002559;SUP*IA*;Auxiliar
400002561;SAN*AC*;Auxiliar
400002562;SUS*A *;Auxiliar
400002563;SDA*RE*;Auxiliar
400002564;SEG*S.*;Auxiliar
400002565;SOT*JO*;Auxiliar
400002566;SER*GA*;Auxiliar
400002567;SOL*A.*;Auxiliar
400002568;SUM*OS*;Auxiliar
400002569;SAN*IB*;Auxiliar
400002570;SUC*L.*;Auxiliar
400002571;SIS*FE*;Auxiliar
400002572;SAN*TO*;Auxiliar
400002573;SEC* D*;Auxiliar
400002574;SUM*OS*;Auxiliar
400002575;AD *OS*;Auxiliar
400002576;SIM*ED*;Auxiliar
400002577;SAL*ER*;Auxiliar
400002578;SEN*S.*;Auxiliar
400002579;SAT* H*;Auxiliar
400002580;SKY* S*;Auxiliar
400002581;SAL* S*;Auxiliar
400002582;SAN*AC*;Auxiliar
400002583;SAN*AC*;Auxiliar
400002584;SER*C.*;Auxiliar
400002585;SAN*AN*;Auxiliar
400002586;SUM*OS*;Auxiliar
400002587;AMA*MA*;Auxiliar
400002588;SAN*S *;Auxiliar
400002589;SOL*NG*;Auxiliar
400002590;SER*S.*;Auxiliar
400002591;SEG* C*;Auxiliar
400002592;SEA*DI*;Auxiliar
400002593;SCI*AL*;Auxiliar
400002594;SEL*UP*;Auxiliar
400002595;SAN*S *;Auxiliar
400002596;SER*MA*;Auxiliar
400002597;SAN*S *;Auxiliar
400002598;SPA*MA*;Auxiliar
400002599;SUM*OS*;Auxiliar
400002600;SER*.L*;Auxiliar
400002601;IND*L *;Auxiliar
400002603;INP*BE*;Auxiliar
400002604;MER*RP*;Auxiliar
400002605;INS*A.*;Auxiliar
400002606;B. *VE*;Auxiliar
400002607;TIM*O *;Auxiliar
400002611;IMP*T,*;Auxiliar
400002612;INS* S*;Auxiliar
400002613;IMP*RO*;Auxiliar
400002617;INT*.L*;Auxiliar
400002619;RET*N *;Auxiliar
400002621;IVE*RA*;Auxiliar
400002622;ISE*.*;Auxiliar
400002623;IMP*EC*;Auxiliar
400002624;IMB**;Auxiliar
400002625;I.B*NT*;Auxiliar
400002626;IND*S *;Auxiliar
400002627;IBE* G*;Auxiliar
400002628;IBE*, *;Auxiliar
400002629;IBE* C*;Auxiliar
400002630;INS*ON*;Auxiliar
400002631;IMA*PI*;Auxiliar
400002632;ING*.L*;Auxiliar
400002633;IDE*ME*;Auxiliar
400002634;IBE* C*;Auxiliar
400002635;IMP*RA*;Auxiliar
400002636;INS*.L*;Auxiliar
400002637;IND*S *;Auxiliar
400002638;INT*ON*;Auxiliar
400002639;INT*NT*;Auxiliar
400002640;ISO* S*;Auxiliar
400002700;PRO* P*;Auxiliar
400002800;ZOO*RI*;Auxiliar
400002801;ZAR*ES*;Auxiliar
400002802;ZOO*S.*;Auxiliar
400002803;ZAM*NT*;Auxiliar
400002804;MIL* I*;Auxiliar
400002806;URI* V*;Auxiliar
400003000;ALC* D*;Auxiliar
400003004;LAB*IO*;Auxiliar
400003010;LIC**;Auxiliar
400003012;DIS*IO*;Auxiliar
400003013;BIO*C.*;Auxiliar
400003014;MED*IA*;Auxiliar
400003015;DIA*CO*;Auxiliar
400003018;EIC*R *;Auxiliar
400003021;HER*ES*;Auxiliar
400003024;PRO* S*;Auxiliar
400003027;PRO*NA*;Auxiliar
400003038;HIF*PR*;Auxiliar
400003040;VIS*US*;Auxiliar
400003041;PRO*(M*;Auxiliar
400003044;ZEL*.A*;Auxiliar
400003047;ART*CH*;Auxiliar
400003048;STA*S.*;Auxiliar
400003052;UNI*VI*;Auxiliar
400003053;EIC*ES*;Auxiliar
400003054;RUB*ID*;Auxiliar
400003056;MD *NA*;Auxiliar
400003057;3M * S*;Auxiliar
400003058;GRE*IO*;Auxiliar
400003067;PRO*S.*;Auxiliar
400003074;FRA* J*;Auxiliar
400003078;MUR*UF*;Auxiliar
400003079;OPK*TH*;Auxiliar
400003080;XEN*ET*;Auxiliar
400003081;SCI*AL*;Auxiliar
400003082;JT * (*;Auxiliar
400003088;LAB*IO*;Auxiliar
400003091;FOR*N,*;Auxiliar
400003092;MAR*RN*;Auxiliar
400003093;LOP*RE*;Auxiliar
400003094;OFF*PO*;Auxiliar
400003095;ADI*OR*;Auxiliar
400003096;COR*RC*;Auxiliar
400003097;SOK*3 *;Auxiliar
400003098;PER*ES*;Auxiliar
400003099;RIC*EC*;Auxiliar
400003100;AGR*O-*;Auxiliar
400003101;AGU*TE*;Auxiliar
400003102;CAN*IS*;Auxiliar
400003103;ISI*BE*;Auxiliar
400003104;BOL*FI*;Auxiliar
400003105;VID*E *;Auxiliar
400003106;RAJ* S*;Auxiliar
400003107;CAN*O *;Auxiliar
400003108;DES*OS*;Auxiliar
400003109;ALI*T *;Auxiliar
400003111;LAB*IO*;Auxiliar
400003112;PET*UB*;Auxiliar
400003113;ELE*CA*;Auxiliar
400003114;FAR* S*;Auxiliar
400003115;VAS* E*;Auxiliar
400003116;TAP**;Auxiliar
400003117;URA* S*;Auxiliar
400003118;KÖN*OR*;Auxiliar
400003119;SOL*ON*;Auxiliar
400003120;ORT* S*;Auxiliar
400003121;LAB*IO*;Auxiliar
400003122;BLU*IN*;Auxiliar
400003123;TEJ*LL*;Auxiliar
400003125;CLI*ET*;Auxiliar
400003126;CAL* B*;Auxiliar
400003127;CEN*TE*;Auxiliar
400003128;CLI*ET*;Auxiliar
400003129;IBA*TT*;Auxiliar
400003130;REC*IO*;Auxiliar
400003131;CON*CK*;Auxiliar
400003132;AD * S*;Auxiliar
400003133;OLM*ON*;Auxiliar
400004002;GAH*A *;Auxiliar
400004004;DSM*TI*;Auxiliar
400004021;PRO*S.*;Auxiliar
400004023;LAL* B*;Auxiliar
400004029;LAB*IF*;Auxiliar
400004036;A2G*IN*;Auxiliar
400004041;ACO*IG*;Auxiliar
400004043;MOR*UD*;Auxiliar
400004044;BAR* C*;Auxiliar
400004045;DIS*E *;Auxiliar
400004046;OVI*DI*;Auxiliar
400004047;ABU*L.*;Auxiliar
400004048;EQU*EC*;Auxiliar
400004049;IBA*RO*;Auxiliar
400004050;PIE*ND*;Auxiliar
400004051;COM* G*;Auxiliar
400004052;PIE*LS*;Auxiliar
400004056;CEN*S.*;Auxiliar
400004059;FUC*.A*;Auxiliar
400004061;EUR*AN*;Auxiliar
400004062;AUT*ES*;Auxiliar
400004064;JOS* R*;Auxiliar
400004065;EBA*IA*;Auxiliar
400004066;CAR*TE*;Auxiliar
400004067;J.L*S.*;Auxiliar
400004068;AC *IR*;Auxiliar
400004069;CEH*, *;Auxiliar
400004070;FRI*MA*;Auxiliar
400004071;INV*ES*;Auxiliar
400004073;TAG*IT*;Auxiliar
400004074;CIM*AD*;Auxiliar
400004075;CAR*CH*;Auxiliar
400004076;VIÑ* B*;Auxiliar
400004077;PAR* D*;Auxiliar
400004078;LUI*EL*;Auxiliar
400004079;CAI* S*;Auxiliar
400004080;ROB*. *;Auxiliar
400004081;IVA*IA*;Auxiliar
400004082;BUF* D*;Auxiliar
400004083;GAN*ER*;Auxiliar
400004084;APP*AI*;Auxiliar
400004085;PUB*R *;Auxiliar
400004086;JAV*RC*;Auxiliar
400004087;SIS*WR*;Auxiliar
400004088;BCN*  *;Auxiliar
400004089;CAR*NT*;Auxiliar
400004090;DRA* S*;Auxiliar
400004091;JOA*UA*;Auxiliar
